year,command,count
2019,_crcslbl,1
2019,my_ptest_diff,1
2019,hprescott,1
2019,tsfilter,1
2019,b1x2,1
2019,tk,1
2019,using,1
2019,this,1
2019,cals,1
2019,unzipfile,1
2019,cleanchars,1
2019,des,1
2019,strpos,1
2019,recast,1
2019,clean_data_predict,1
2019,classification,1
2019,graphs,1
2019,class_define,1
2019,main_predict,1
2019,table_1,1
2019,table_2,1
2019,table_3,1
2019,table_4,1
2019,table_5,1
2019,table_A18,1
2019,p_values_age,1
2019,regressions,1
2019,bos_char,1
2019,figure_A8,1
2019,figure_trend,1
2019,tsfill,1
2019,lee_effect,1
2019,Table_6,1
2019,Appendix_3,1
2019,Appendix_4,1
2019,Appendix_5,1
2019,Appendix_6,1
2019,Appendix_8,1
2019,Appendix_9,1
2019,Appendix_10,1
2019,Appendix_13,1
2019,Appendix_14,1
2019,Appendix_15,1
2019,Appendix_16,1
2019,Appendix_17,1
2019,sim_stacked,1
2019,confirm,1
2019,testparm,1
2016,collapse,1
2016,two,1
2016,histogram,1
2016,egen,1
2016,eststo,1
2016,bootstrap:worms1,1
2016,bootstrap:worms2,1
2016,preserve,1
2016,restore,1
2016,bootstrap:worms3,1
2016,bootstrap:worms4,1
2017,Appendix,1
2017,estpost,1
2017,svmat2,1
2017,corrgram,1
2017,xtabond2,1
2017,myrepost,1
2017,estimates:tabulate,1
2017,labmask,1
2017,grc1leg,1
2017,gettoken,1
2017,bootstrap:summarize,1
2017,fastgini,1
2017,compare,1
2017,recast,1
2017,change_coef,1
2017,matlist,1
2017,nl,1
2017,qrowname,1
2017,ols_spatial_HAC,1
2017,create_figures,1
2017,merge_clean_sensitivity_data,1
2017,clean_variable_labels,1
2017,bring_sd_vars,1
2017,prepare_sample_moments,1
2017,compare_sample_fitted,1
2017,ivreg,1
2017,estimates:res,1
2017,vallist,1
2017,estimates:table,1
2017,copy,1
2017,log2html,1
2017,a2reg,1
2017,felsdvreg,1
2017,TrimBoth,1
2017,fvset,1
2017,TrimBoth2,1
2017,_ms_omit_info,1
2017,include,1
2017,X,1
2017,xx,1
2017,xy,1
2017,reghdfe_cholqrsolve,1
2017,rows,1
2017,lrecomp,1
2017,reghdfe_footnote,1
2017,HDFE,1
2017,real,1
2017,printf,1
2017,V1,1
2017,V2,1
2017,C,1
2017,R,1
2017,MTVAR,1
2017,st_replacematrix,1
2017,de,1
2017,murphy_topel,1
2017,Avg,1
2017,Explanation,1
2017,UseVersion,1
2017,NOTES,1
2017,The,1
2017,we,1
2017,partialfe,1
2017,renvars,1
2017,legend,1
2017,regs_vndba,1
2017,xline,1
2017,conflict,1
2017,dynam,1
2017,_coef_table,1
2017,myqreg,1
2017,stack,1
2017,bitest,1
2017,bootstrap:sureg,1
2017,oneway,1
2017,statsby,1
2017,capture,1
2017,var_assign_year,1
2017,year_svmat,1
