journal,year,command,num_datasets
restat,2013,ml,2
restat,2013,mlogit,1
restat,2013,nbreg,3
restat,2013,newey,2
restat,2013,nl,3
restat,2013,ologit,1
restat,2013,oprobit,4
restat,2013,outreg,8
restat,2013,poisson,1
restat,2013,probit,11
restat,2013,pscore,1
restat,2013,psmatch2,1
restat,2013,qreg,1
restat,2013,regress,62
restat,2013,stcox,1
restat,2013,sureg,1
restat,2013,svy:logit,1
restat,2013,tobit,4
restat,2013,varsoc,1
restat,2013,xtabond,2
restat,2013,xtabond2,2
restat,2013,xtivreg,3
restat,2013,xtivreg2,2
restat,2013,xtlogit,1
restat,2013,xtmixed,1
restat,2013,xtprobit,2
restat,2013,xtreg,19
restat,2014,areg,26
restat,2014,arima,1
restat,2014,asclogit,1
restat,2014,biprobit,1
restat,2014,bootstrap:xtreg,1
restat,2014,cgmreg,3
restat,2014,clogit,3
restat,2014,cnreg,1
restat,2014,dprobit,3
restat,2014,glm,2
restat,2014,gmm,1
restat,2014,heckman,2
restat,2014,intreg,1
restat,2014,ivprobit,2
restat,2014,ivreg,9
restat,2014,ivreg2,12
restat,2014,ivreg28,1
restat,2014,ivregress,5
restat,2014,ivtobit,1
restat,2014,logistic,1
restat,2014,logit,3
restat,2014,ml,5
restat,2014,mleval,1
restat,2014,mlogit,1
restat,2014,mlsum,1
restat,2014,mprobit,1
restat,2014,nbreg,1
restat,2014,newey,1
restat,2014,nl,1
restat,2014,ologit,1
restat,2014,oprobit,2
restat,2014,outreg,6
restat,2014,poisson,3
restat,2014,probit,10
restat,2014,pscore,1
restat,2014,qreg,2
restat,2014,reg3,1
restat,2014,regress,77
restat,2014,spreg,1
restat,2014,stcox,2
restat,2014,streg,3
restat,2014,sureg,2
restat,2014,svy:regress,3
restat,2014,tobit,5
restat,2014,version:ml,1
restat,2014,xtabond2,3
restat,2014,xtivreg,2
restat,2014,xtivreg2,5
restat,2014,xtlogit,1
restat,2014,xtprobit,2
restat,2014,xtreg,21
restat,2014,xttobit,1
restat,2015,anova,1
restat,2015,areg,19
restat,2015,biprobit,2
restat,2015,bootstrap:areg,1
restat,2015,bootstrap:psmatch2,1
restat,2015,cgmreg,1
restat,2015,clogit,1
restat,2015,cnsreg,1
restat,2015,dprobit,3
restat,2015,glm,3
restat,2015,gmm,1
restat,2015,ivreg,6
restat,2015,ivreg2,8
restat,2015,ivregress,5
restat,2015,logistic,1
restat,2015,logit,6
restat,2015,nbreg,1
restat,2015,newey,1
restat,2015,nl,3
restat,2015,ols_spatial_HAC,1
restat,2015,oprobit,1
restat,2015,outreg,2
restat,2015,poisson,1
restat,2015,probit,9
restat,2015,psmatch2,1
restat,2015,qreg,2
restat,2015,reg2hdfe,1
restat,2015,regress,50
restat,2015,stcox,1
restat,2015,sureg,1
restat,2015,var,1
restat,2015,xtabond,1
restat,2015,xtabond2,2
restat,2015,xtivreg,1
restat,2015,xtivreg2,5
restat,2015,xtreg,15
restat,2016,areg,8
restat,2016,bootstrap:xtivreg,1
restat,2016,clogit,1
restat,2016,dprobit,2
restat,2016,heckman,1
restat,2016,intreg,1
restat,2016,ivprobit,1
restat,2016,ivreg2,1
restat,2016,ivregress,6
restat,2016,logit,3
restat,2016,newey,1
restat,2016,nl,1
restat,2016,ologit,1
restat,2016,ols_spatial_HAC,2
restat,2016,oprobit,1
restat,2016,outreg,1
restat,2016,probit,5
restat,2016,qreg,1
restat,2016,reg2hdfe,1
restat,2016,reghdfe,2
restat,2016,regress,26
restat,2016,stcox,1
restat,2016,sureg,3
restat,2016,tobit,1
restat,2016,xtabond2,1
restat,2016,xtivreg,2
restat,2016,xtivreg2,1
restat,2016,xtlogit,1
restat,2016,xtmixed,1
restat,2016,xtologit,1
restat,2016,xtreg,8
restat,2017,DCdensity,1
restat,2017,areg,9
restat,2017,boxcox,1
restat,2017,clogit,1
restat,2017,dprobit,2
restat,2017,gmm,1
restat,2017,heckman,1
restat,2017,impute,1
restat,2017,ivprobit,1
restat,2017,ivreg,3
restat,2017,ivreg2,7
restat,2017,ivregress,4
restat,2017,ivregress2,1
restat,2017,logit,5
restat,2017,mixed,1
restat,2017,ml,1
restat,2017,nl,2
restat,2017,poisson,2
restat,2017,probit,4
restat,2017,psmatch2,3
restat,2017,rd,1
restat,2017,reg2hdfe,2
restat,2017,reg3,1
restat,2017,reghdfe,1
restat,2017,regress,31
restat,2017,svy:regress,1
restat,2017,xtivreg,2
restat,2017,xtivreg2,4
restat,2017,xtlogit,1
restat,2017,xtpoisson,1
restat,2017,xtprobit,1
restat,2017,xtreg,7
restat,2018,DCdensity,2
restat,2018,areg,18
restat,2018,asclogit,1
restat,2018,bootstrap:reghdfe,1
restat,2018,bootstrap:xtivreg2,1
restat,2018,cgmreg,1
restat,2018,clogit,3
restat,2018,dprobit,2
restat,2018,heckman,1
restat,2018,ivreg2,9
restat,2018,ivreg28,1
restat,2018,ivregress,8
restat,2018,ivregress2,1
restat,2018,logit,4
restat,2018,mprobit,1
restat,2018,my_ols_spatial_HAC,1
restat,2018,nbreg,1
restat,2018,ols_spatial_HAC,1
restat,2018,outreg,2
restat,2018,poisson,1
restat,2018,probit,6
restat,2018,psmatch2,1
restat,2018,qreg,1
restat,2018,rd,1
restat,2018,rdrobust,1
restat,2018,reg2hdfespatial,1
restat,2018,reghdfe,7
restat,2018,regress,53
restat,2018,sem,1
restat,2018,stcox,1
restat,2018,svy:ivregress,1
restat,2018,svy:probit,1
restat,2018,svy:regress,3
restat,2018,tobit,1
restat,2018,xtivreg,1
restat,2018,xtivreg2,5
restat,2018,xtlogit,1
restat,2018,xtpoisson,1
restat,2018,xtreg,12
restat,2018,zinb,1
restat,2019,areg,7
restat,2019,dprobit,1
restat,2019,intreg,1
restat,2019,ivreg2,4
restat,2019,ivregress,6
restat,2019,ml,1
restat,2019,mlogit,2
restat,2019,probit,3
restat,2019,psmatch2,1
restat,2019,rdrobust,1
restat,2019,reghdfe,3
restat,2019,regress,21
restat,2019,var,1
restat,2019,vargranger,1
restat,2019,xtabond,1
restat,2019,xtreg,2
sppq,2014,logit,1
sppq,2014,nbreg,1
sppq,2015,anova,1
sppq,2015,estsimp,2
sppq,2015,logit,1
sppq,2015,nbreg,2
sppq,2015,probit,1
sppq,2015,regress,8
sppq,2015,rreg,1
sppq,2015,xtnbreg,1
sppq,2015,xtpcse,1
sppq,2015,xtpoisson,1
sppq,2015,xtprobit,1
sppq,2015,xtreg,2
sppq,2015,zinb,1
sppq,2016,gllamm,1
sppq,2016,probit,1
sppq,2016,regress,5
sppq,2016,sem,1
sppq,2016,xtmixed,2
sppq,2016,xtpcse,1
sppq,2016,xtreg,5
sppq,2017,glm,1
sppq,2017,menbreg,1
sppq,2017,mixed,1
sppq,2017,oprobit,1
sppq,2017,regress,3
sppq,2017,stcox,1
sppq,2017,xtlogit,1
sppq,2017,xtpcse,1
sppq,2017,xtreg,1
sppq,2018,estsimp,1
sppq,2018,ivpoisson,1
sppq,2018,ivregress,1
sppq,2018,ivtobit,1
sppq,2018,logit,4
sppq,2018,melogit,1
sppq,2018,mixed,2
sppq,2018,mlogit,2
sppq,2018,mprobit,2
sppq,2018,nbreg,2
sppq,2018,oprobit,1
sppq,2018,poisson,1
sppq,2018,probit,2
sppq,2018,regress,10
sppq,2018,relogit,1
sppq,2018,sureg,1
sppq,2018,svy:logit,1
sppq,2018,svy:mlogit,1
sppq,2018,xtabond,1
sppq,2018,xtmixed,1
sppq,2018,xtnbreg,1
sppq,2018,xtreg,2
sppq,2019,bootstrap:regress,1
sppq,2019,heckman,1
sppq,2019,logit,1
sppq,2019,melogit,2
sppq,2019,mixed,1
sppq,2019,nbreg,1
sppq,2019,regress,3
sppq,2019,stcox,1
sppq,2019,xtreg,2
the_review,2011,logit,1
the_review,2012,regress,1
the_review,2013,areg,1
the_review,2013,ivregress,1
the_review,2013,logit,1
the_review,2013,probit,2
the_review,2013,regress,1
the_review,2013,xtreg,1
the_review,2014,xtdpd,1
the_review,2014,xtlogit,1
the_review,2014,xtmelogit,1
the_review,2014,xtreg,2
the_review,2014,xtregar,1
the_review,2015,ivreg2,2
the_review,2015,outreg,1
the_review,2015,psmatch2,1
the_review,2015,regress,2
the_review,2015,svy:regress,1
the_review,2015,xtreg,1
the_review,2016,biprobit,1
the_review,2016,dprobit,1
the_review,2016,estsimp,1
the_review,2016,ivreg2,1
the_review,2016,logit,1
the_review,2016,mlogit,1
the_review,2016,nbreg,1
the_review,2016,oprobit,1
the_review,2016,regress,2
the_review,2016,relogit,1
the_review,2016,xtpoisson,1
the_review,2016,xtreg,3
the_review,2017,DCdensity,1
the_review,2017,areg,3
the_review,2017,bootstrap:ivreg2,1
the_review,2017,estsimp,1
the_review,2017,impute,1
the_review,2017,interflex,1
the_review,2017,ivprobit,1
the_review,2017,ivreg2,3
the_review,2017,ivregress,3
the_review,2017,ivtobit,1
the_review,2017,logit,2
the_review,2017,mlogit,1
the_review,2017,nbreg,2
the_review,2017,poisson,1
the_review,2017,probit,2
the_review,2017,regress,13
the_review,2017,tobit,1
the_review,2017,version:probit,1
the_review,2017,version:stcox,1
the_review,2017,version:streg,1
the_review,2017,xtabond,1
the_review,2017,xtivreg,1
the_review,2017,xtlogit,1
the_review,2017,xtmixed,1
the_review,2017,xtnbreg,1
the_review,2017,xtpcse,1
the_review,2017,xtprobit,1
the_review,2017,xtreg,5
the_review,2018,DCdensity,1
the_review,2018,areg,5
the_review,2018,cgmlogit,1
the_review,2018,cgmreg,1
the_review,2018,dprobit,1
the_review,2018,estsimp,2
the_review,2018,firthlogit,1
the_review,2018,glm,1
the_review,2018,interflex,1
the_review,2018,ivprobit,1
the_review,2018,ivreg2,1
the_review,2018,logit,8
the_review,2018,melogit,1
the_review,2018,menbreg,1
the_review,2018,meologit,1
the_review,2018,mepoisson,1
the_review,2018,mixed,3
the_review,2018,nbreg,1
the_review,2018,ologit,2
the_review,2018,oprobit,1
the_review,2018,probit,5
the_review,2018,probit2,1
the_review,2018,psmatch2,2
the_review,2018,rdrobust,1
the_review,2018,reg2hdfespatial,1
the_review,2018,reghdfe,1
the_review,2018,regress,22
the_review,2018,relogit,1
the_review,2018,sureg,1
the_review,2018,svy:regress,1
the_review,2018,tlogit,1
the_review,2018,xtivreg2,2
the_review,2018,xtlogit,1
the_review,2018,xtmelogit,1
the_review,2018,xtmixed,2
the_review,2018,xtpcse,1
the_review,2018,xtpoisson,1
the_review,2018,xtreg,3
the_review,2019,areg,3
the_review,2019,dprobit,1
the_review,2019,interflex,1
the_review,2019,nbreg,1
the_review,2019,oprobit,2
the_review,2019,reghdfe,1
the_review,2019,regress,8
the_review,2019,tobit,1
the_review,2019,xtabond2,1
the_review,2019,xtivreg2,1
the_review,2019,xtlogit,1
the_review,2019,xtreg,4
xps,2017,anova,1
xps,2017,estsimp,1
xps,2017,impute,1
xps,2017,ivreg2,1
xps,2017,logit,3
xps,2017,mixed,1
xps,2017,mlogit,2
xps,2017,ologit,1
xps,2017,regress,6
xps,2017,svy:logit,1
xps,2017,svy:regress,2
xps,2017,tobit,1
xps,2017,xtreg,1
xps,2018,areg,1
xps,2018,dprobit2,1
xps,2018,logit,3
xps,2018,mlogit,4
xps,2018,ologit,4
xps,2018,oprobit,1
xps,2018,outreg,1
xps,2018,poisson,2
xps,2018,probit,4
xps,2018,regress,10
xps,2018,xtreg,1
xps,2019,anova,1
xps,2019,gsem,1
xps,2019,logit,3
xps,2019,mlogit,2
xps,2019,ologit,1
xps,2019,oprobit,1
xps,2019,probit,1
xps,2019,regress,10
xps,2019,tobit,1
xps,2019,xtlogit,1
xps,2019,xtmixed,1
xps,2019,xtreg,1
xps,2019,xttobit,1
