year,dataset,command,count
2016,FAB3FE,svy:logit,4
2017,29633,areg,4
2017,N5LOQN,regress,4
2017,EIZWXX,regress,4
2017,AQCDSB,probit,4
2017,ZIFTF8,xtreg,4
2017,6XYZOD,regress,4
2015,ONZJ7F,estsimp,3
2015,29485,relogit,3
2018,EDNX2Z,bootstrap:cmp,3
2018,HSELCA,cmp,3
2018,JVBAWN,estsimp,3
2018,YJQIXP,gllamm,3
2018,LZMEIV,estsimp,3
2019,YZSZFY,melogit,3
2016,PVEK9K,estsimp,3
2016,DR9RZY,xtlogit,3
2016,ZIWLCJ,svy:regress,3
2017,29544,ivregress,3
2017,PKKF3W,ivregress,3
2017,MKINN2,clogit,3
2017,ZIFTF8,probit,3
2015,29552,logit,2
2015,29552,probit,2
2015,UMNENW,areg,2
2015,AMDYRS,hetprob,2
2015,ONZJ7F,sureg,2
2018,AVIA6Z,xtivreg,2
2018,7KPGDO,probit,2
2018,JVBAWN,sem,2
2018,XA4VBO,regress,2
2018,LZMEIV,mlogit,2
2018,LZMEIV,logit,2
2019,YZSZFY,bootstrap:xtmixed,2
2016,ETKANT,xtabond2,2
2016,AWIHSR,rd,2
2016,O9TFAQ,ivregress,2
2017,2WTACJ,rd,2
2017,SRC9HN,regress,2
2017,08V0ZM,regress,2
2017,R5MEKK,regress,2
2017,29544,estsimp,2
2017,SIREAP,poisson,2
2017,4KAHC1,regress,2
2017,IEX6BE,ologit,2
2017,IEX6BE,logit,2
2017,QGMHHQ,xtreg,2
2017,JOSCG1,impute,2
2017,MKINN2,btscs,2
2017,PTMJF0,version:logit,2
2017,PTMJF0,version:probit,2
2017,VFJ4EB,arima,2
2017,KEJD7R,xtreg,2
2017,D5CQA7,sem,2
2017,WAQNXD,nbreg,2
2017,WAQNXD,xtgee,2
2017,BFCD08,tobit,2
2017,VEXSWO,ivreg2,2
2017,NN9KZT,regress,2
2015,N9ETAF,reg3,1
2015,P4JTOD,impute,1
2015,P4JTOD,logit,1
2015,AMDYRS,probit,1
2015,MD64FN,areg,1
2015,MD64FN,logit,1
2018,8FHRCQ,oprobit,1
2018,8FHRCQ,tobit,1
2018,8FHRCQ,impute,1
2018,TIYCHO,areg,1
2018,HS4W33,logit,1
2018,HSELCA,xtreg,1
2018,F05CTI,logit,1
2018,RKVKY3,pscore,1
2018,QNKFDL,impute,1
2018,09JRXK,mprobit,1
2019,4YXPHO,rdrobust,1
2019,4YXPHO,DCdensity,1
2019,0BFF0K,areg,1
2019,HPTPDQ,regress,1
2016,PVEK9K,logit,1
2016,AWIHSR,regress,1
2016,BGHLAX,regress,1
2017,9GFJEA,estsimp,1
2017,2WTACJ,regress,1
2017,GNGJQR,tobit,1
2017,AQCDSB,logit,1
2017,AQCDSB,oprobit,1
2017,MKINN2,mlogit,1
2017,HJUKKO,btscs,1
2017,PZB01G,logit,1
2017,XWTQYE,mixed,1
2017,KEJD7R,impute,1
2017,KEJD7R,regress,1
2017,KEJD7R,ivregress,1
