,2015,2016,2017,2018,2019
stata,0.5,0.5161290322580645,0.46601941747572817,0.5294117647058824,0.4166666666666667
r,0.09090909090909091,0.06451612903225806,0.21359223300970873,0.23529411764705882,0.3333333333333333
both,0.18181818181818182,0.12903225806451613,0.14563106796116504,0.0784313725490196,0.16666666666666666
neither,0.22727272727272727,0.2903225806451613,0.17475728155339806,0.1568627450980392,0.08333333333333333
