,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
stata,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.42857142857142855,0.2727272727272727,0.25,0.4444444444444444,0.5161290322580645,0.3090909090909091,0.2857142857142857
r,0.09090909090909091,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.14285714285714285,0.2727272727272727,0.5,0.3333333333333333,0.25806451612903225,0.34545454545454546,0.42857142857142855
both,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.1111111111111111,0.0967741935483871,0.23636363636363636,0.19047619047619047
neither,0.9090909090909091,1.0,1.0,0.6666666666666666,0.5,0.5,0.2857142857142857,0.45454545454545453,0.25,0.1111111111111111,0.12903225806451613,0.10909090909090909,0.09523809523809523
