,2007,2008,2009,2014,2017,2018,2019
stata,0.3888888888888889,0.5909090909090909,0.6363636363636364,0.0,0.5447154471544715,0.6015325670498084,0.46153846153846156
r,0.0,0.0,0.0,0.0,0.08943089430894309,0.09195402298850575,0.07692307692307693
both,0.0,0.0,0.0,0.0,0.04065040650406504,0.06896551724137931,0.15384615384615385
neither,0.6111111111111112,0.4090909090909091,0.36363636363636365,1.0,0.3252032520325203,0.23754789272030652,0.3076923076923077
