year,command,count
2018,setwd,3
2018,xtpoisson,3
2018,spmap,3
2018,bootstrap:oprobit,3
2009,xi3,3
2009,predict,3
2009,set,3
2007,recode,3
2007,correlate,3
2008,global,3
2008,streg,3
2019,xtpcse,3
2019,ologit,3
2019,estimates:store,3
2019,return,3
2019,do,3
2017,medeff,3
2017,compress,3
2017,prtest,3
2017,rreg,3
2017,anova,3
2017,heckprob,3
2017,listtex,3
2017,list,3
2017,kountry,3
2018,estpost,2
2018,gsort,2
2018,syntax,2
2018,sfrancia,2
2018,Appendix,2
2018,lars,2
2018,xtjack,2
2018,bootstrap:stcox,2
2018,iis,2
2018,tis,2
2018,layout,2
2018,ranksum,2
2018,convert,2
2018,sem,2
2018,prgen,2
2018,tsline,2
2018,setref,2
2018,wordscore,2
2018,textscore,2
2018,char,2
2018,sdtest,2
2018,estimates:stats,2
2018,parmest,2
2018,svy:proportion,2
2018,Then,2
2018,During,2
2018,Workspace,2
2018,To,2
2018,some,2
2018,NOTE,2
2018,des,2
2018,rc_spline,2
2018,l2ptadum_new,2
2018,roccomp,2
2018,zip,2
2018,mprobit,2
2009,graph,2
2009,regress,2
2009,bootstrap,2
2009,use,2
2009,recode,2
2009,drop,2
2007,table,2
2007,xtsum,2
2007,rreg,2
2007,ivreg,2
2007,preserve,2
2007,list,2
2007,restore,2
2007,iis,2
2008,end,2
2008,vif,2
2008,pnorm,2
2008,exit,2
2008,foreach,2
2008,egen,2
2008,xtfevd,2
2008,xtlogit,2
2008,list,2
2008,ksm,2
2019,xtset,2
2019,log,2
2019,stset,2
2019,factor,2
2019,rotate,2
2019,predict,2
2019,range,2
2019,mcp2,2
2017,xtsum,2
2017,rocgold,2
2017,xtabond,2
2017,regexm,2
2017,predictnl,2
2017,btscs,2
2017,quietly,2
2017,ttesti,2
2017,proportion,2
2017,plotfds,2
2017,bootstrap:xtmixed,2
2017,impute,2
2017,destring,2
2017,margEFX,2
2017,sencode,2
2017,estimates:table,2
2017,estimates:stats,2
2017,ivtobit,2
2017,stop,2
2017,register,2
2017,zinb,2
2018,incl,1
2018,eparty,1
2018,ecs,1
2018,ecs_avg,1
2018,ecs_count,1
2018,umb_count,1
2018,polity,1
2018,left,1
2018,size,1
2018,rgdppc,1
2018,year,1
2018,noinclyrs,1
2018,noinclyrs2,1
2018,noinclyrs3,1
2018,ecs_country,1
2018,prot,1
2018,imb,1
2018,matchdataV2,1
2018,neart_V2,1
2018,nnt_V3,1
2018,match_reb_data,1
2018,nearreb,1
2018,nearrebo,1
2018,fysize,1
2018,at2,1
2018,lc,1
2018,yscale,1
2018,anova,1
2018,tab2,1
2018,bioprobit,1
2018,regplot,1
2018,overid,1
2018,Main,1
2018,mvencode,1
2018,helm,1
2018,pvar2,1
2018,avplot,1
2018,xttobit,1
2018,version:xtivreg2,1
2018,bootstrap:surv2,1
2018,adopath,1
2018,confirmdir,1
2018,tab1,1
2018,bootstrap:psmatch2,1
2018,nnmatch,1
2018,recast,1
2018,xtgls,1
2018,col2_1$Date,1
2018,is2_1$Date,1
2018,cols,1
2018,Year,1
2018,mar,1
2018,csgof,1
2018,inspect,1
2018,cibar,1
2018,sample,1
2018,xtwest,1
2018,phrasefreq,1
2018,varying,1
2018,ssc,1
2018,expandby,1
2018,mvpatterns,1
2018,infile,1
2018,kountry,1
2018,cloglog,1
2018,testparm,1
2018,genl,1
2018,shell,1
2018,misplit,1
2018,miset,1
2018,mijoin,1
2018,marksample,1
2018,expand,1
2018,durselgr,1
2018,mipred,1
2018,kdensity,1
2018,sumqi,1
2018,robvar,1
2018,encode,1
2018,tostring,1
2018,svyset,1
2018,heckoprobit,1
2018,The,1
2018,You,1
2018,We,1
2018,A,1
2018,Instead,1
2018,Section,1
2018,about,1
2018,dir,1
2018,l2jgdp,1
2018,mark,1
2018,lstat,1
2018,mata,1
2018,fsum,1
2018,etreg,1
2018,water,1
2018,mkspline,1
2018,dyadtscs,1
2018,cross,1
2018,cdsimeq,1
2018,shp2dta,1
2018,mkcorr,1
2009,ivreg,1
2009,tsset,1
2009,log,1
2009,clear,1
2009,heckprob,1
2007,collapse,1
2007,fit,1
2007,fpredict,1
2007,gsort,1
2007,tis,1
2007,x,1
2008,clear,1
2008,cd,1
2008,rename,1
2008,xtserial,1
2008,heckman,1
2008,mlogit,1
2008,version,1
2008,recode,1
2008,collapse,1
2019,estat,1
2019,estimates:drop,1
2019,vce,1
2019,zip,1
2019,heckprob2,1
2019,drawnorm,1
2019,postfile,1
2019,while,1
2019,tempname,1
2019,post,1
2019,postclose,1
2019,saveold,1
2019,Sort,1
2019,split,1
2019,stcox,1
2019,move,1
2019,histogram,1
2019,tsline,1
2019,plausexog,1
2017,reg3,1
2017,Replication,1
2017,outreg,1
2017,line,1
2017,tostring,1
2017,duplicates,1
2017,table,1
2017,create_advind,1
2017,inteff,1
2017,mvdecode,1
2017,main,1
2017,sub,1
2017,capture,1
2017,append,1
2017,ivreg,1
2017,hadimvo,1
2017,dfbeta,1
2017,sutex,1
2017,uniteffx_cg,1
2017,dsconcat,1
2017,eclplot,1
2017,uniteffxREsp,1
2017,format,1
2017,if,1
2017,stsum,1
2017,stvary,1
2017,lsumm,1
2017,coefplot,1
2017,prgen,1
2017,ytitle,1
2017,mark,1
2017,markout,1
2017,Exit,1
2017,codebook,1
2017,describe,1
2017,ally_b,1
