year,dataset,command,count
2013,WXTJVB,nbreg,16
2013,22819,regress,16
2013,QKCHYM,regress,16
2019,8PTX1L,reghdfe,16
2019,KRUVIQ,ivreg2,16
2019,7BCE4A,reghdfe,16
2012,HVX2YP,dprobit,16
2012,HSLWDN,outreg,16
2012,U6Q9LR,regress,16
2012,LCEITG,areg,16
2012,LCEITG,ivreg,16
2012,OJ0B7G,xtreg,16
2017,RZU4WX,regress,16
2017,MHIAIA,regress,16
2014,27893,nl,15
2014,26042,xtreg,15
2014,25496,regress,15
2014,25538,areg,15
2010,SPRN0C,outreg,15
2015,28100,xtreg,15
2015,YOMTZT,regress,15
2015,26737,glm,15
2018,GVOBTP,ivregress,15
2018,A7FXQU,zinb,15
2018,RCLBOF,regress,15
2018,PIAZWN,areg,15
2013,AAKVGN,regress,15
2019,C8JKBM,ivregress,15
2019,6AXHGT,intreg,15
2012,8I3W1L,xtivreg2,15
2012,JLCPQB,areg,15
2012,HJFWTK,clogit,15
2012,XXREKE,regress,15
2012,XXREKE,ivreg2,15
2012,XXREKE,ivreg,15
2016,ZVWOCH,xtreg,15
2016,OERHSC,areg,15
2014,24349,reg3,14
2014,24349,arima,14
2014,27541,regress,14
2014,27261,xtivreg2,14
2014,27521,asclogit,14
2010,6BEESP,ivreg2,14
2015,28051,biprobit,14
2015,M3IOZR,logit,14
2015,BMOWRF,areg,14
2015,N4TMYQ,areg,14
2015,V9DYKW,regress,14
2015,27294,ivreg,14
2015,27159,regress,14
2013,NBEKXN,dprobit,14
2012,8PX4XD,ologit,14
2012,CJM3JS,regress,14
2016,IENDDJ,regress,14
2017,2DO8QP,ivregress,14
2017,HVONZL,xtivreg,14
2017,UC2ENJ,logit,14
2017,51OD5A,regress,14
2014,25020,ivreg2,13
2014,27065,regress,13
2014,27299,ivregress,13
2014,27451,areg,13
2010,SPRN0C,ivreg,13
2015,MJAPQ9,regress,13
2018,TOYGWR,regress,13
2013,NNGPMJ,regress,13
2013,WM6SDZ,probit,13
2013,AW2UQU,ivtobit,13
2013,G7AOIO,regress,13
2012,DB5RXR,areg,13
2012,SOLDNK,regress,13
2012,NPQUVK,regress,13
2012,EBLGOK,regress,13
2012,NIBJTZ,regress,13
2012,FA5NPP,regress,13
2012,MJCDBS,regress,13
2016,PY8LBS,xtreg,13
2016,PDHMHF,probit,13
2016,IUJ3VZ,clogit,13
2017,RZU4WX,areg,13
2017,HVONZL,regress,13
2017,NNRVNC,areg,13
2014,25085,regress,12
2014,27397,regress,12
2014,24196,xtreg,12
2014,26908,areg,12
2014,26891,xtreg,12
2014,27087,areg,12
2014,26259,xtreg,12
2010,6BEESP,regress,12
2015,26742,xtreg,12
2015,26873,outreg,12
2015,26800,xtivreg,12
2015,28945,reg2hdfe,12
2015,28663,regress,12
2015,210SQS,areg,12
2018,00IT1L,regress,12
2018,EJ0NF7,regress,12
2018,CZ7URJ,regress,12
2018,DZI33N,regress,12
2011,M8FCSU,regress,12
2013,22812,regress,12
2013,HQIJNY,regress,12
2013,22932,ml,12
2013,X8C3CO,regress,12
2013,22906,regress,12
2013,GDJZ08,newey,12
2013,U17HOB,xtreg,12
2013,FGLKNE,xtabond2,12
2019,LIGQUA,regress,12
2012,BPUZG1,xtreg,12
2012,XKETSJ,ivreg,12
2012,TNAQB0,regress,12
2012,AWBBBD,xtabond2,12
2012,ASF1RN,regress,12
2016,Y1VFA8,ols_spatial_HAC,12
2017,2DO8QP,psmatch2,12
2017,JCICCX,regress,12
2014,26312,regress,11
2010,RQMEJU,areg,11
2015,ABE7VS,nbreg,11
2015,ABE7VS,regress,11
2015,26873,ivreg,11
2018,W4B8MB,xtreg,11
2018,T70TLT,cgmreg,11
2013,WXTJVB,areg,11
2013,22633,regress,11
2013,FKW5PP,regress,11
2019,8PTX1L,areg,11
2019,KY9AWG,dprobit,11
2019,6AXHGT,regress,11
2012,UW4JV2,regress,11
2012,VOFHJA,dprobit,11
2012,MN8XTU,outreg,11
2016,CP3FYH,xtivreg,11
2016,MVF3YU,areg,11
2016,HNLHPG,regress,11
2017,SS0AA5,xtreg,11
2017,GSR1LK,regress,11
2017,4DLSI3,regress,11
2017,A9DLQQ,regress,11
2014,27409,areg,10
2014,27514,regress,10
2014,26903,oprobit,10
2014,24747,regress,10
2014,24076,xtabond2,10
2014,27743,regress,10
2014,24567,outreg,10
2014,24648,regress,10
2014,CWFOFN,outreg,10
2014,CWFOFN,ivreg2,10
2010,6BEESP,ivreg,10
2010,IE4XVT,regress,10
2015,27042,bootstrap:areg,10
2015,27349,regress,10
2015,26816,probit,10
2015,BFP2IC,stcox,10
2015,29908,ivreg2,10
2018,R35B2J,xtreg,10
2018,9C4TPV,regress,10
2018,Z3EESV,regress,10
2013,CTUDHB,cnreg,10
2013,4S5EFW,regress,10
2013,22819,ivreg2,10
2013,23985,xtreg,10
2013,AW2UQU,ivreg,10
2013,VGZJEM,regress,10
2013,22801,ivregress,10
2019,574HZE,areg,10
2019,KY9AWG,ivreg2,10
2019,3WQ6YH,ivreg2,10
2012,EBLGOK,outreg,10
2012,7QPEIP,regress,10
