,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019
stata,0.0,0.11363636363636363,0.20833333333333334,0.0,0.1839080459770115,0.16129032258064516,0.10526315789473684,0.16,0.1590909090909091,0.13043478260869565
r,0.0,0.056818181818181816,0.4166666666666667,1.0,0.5862068965517241,0.6774193548387096,0.6052631578947368,0.68,0.75,0.6086956521739131
both,0.0,0.0,0.125,0.0,0.10344827586206896,0.06451612903225806,0.21052631578947367,0.04,0.06818181818181818,0.17391304347826086
neither,1.0,0.8295454545454546,0.25,0.0,0.12643678160919541,0.0967741935483871,0.07894736842105263,0.12,0.022727272727272728,0.08695652173913043
