year,command,count
2015,ranksum,3
2015,probit,3
2015,testparm,3
2015,ksmirnov,3
2018,stset,3
2018,ssc,3
2018,encode,3
2018,makeoldstyle,3
2018,ivregress,3
2018,sigma,3
2018,else,3
2018,w,3
2018,mu,3
2018,coefplot,3
2018,betareg,3
2013,margins,3
2013,marginsplot,3
2019,ivreg2,3
2019,svyset,3
2019,estat,3
2019,mean,3
2016,postfile,3
2016,postclose,3
2016,reshape,3
2016,d,3
2016,factor,3
2016,rotate,3
2016,meologit,3
2016,args,3
2016,mixlogit,3
2016,exit,3
2016,duplicates,3
2016,tssmooth,3
2016,educ_dj1,3
2016,_cons,3
2016,var,3
2016,whemisphere,3
2016,seurope,3
2016,eeurope,3
2016,safrica,3
2016,mena,3
2016,bsample,3
2016,xtile,3
2016,clttest,3
2016,outreg,3
2017,lincom,3
2017,exit,3
2017,clogit,3
2017,net,3
2017,$graphmakerleft,3
2017,$graphmakerright,3
2017,order,3
2017,format,3
2017,xtunitroot,3
2017,setx,3
2017,relogit,3
2017,program,3
2017,version,3
2017,nlcom,3
2017,notes,3
2017,mvdecode,3
2017,gllamm,3
2017,mfx,3
2014,foreach,2
2014,mkdir,2
2014,capture,2
2014,estimates:table,2
2014,probit,2
2014,lpoly,2
2015,shp2dta,2
2015,spmap,2
2015,sts,2
2015,streg,2
2015,zinb,2
2015,real,2
2015,XR,2
2015,XC,2
2015,i,2
2015,seq,2
2015,netsis,2
2015,netsummarize,2
2015,synth,2
2015,outsheet,2
2015,gsort,2
2015,describe,2
2015,encode,2
2015,destring,2
2018,net,2
2018,decode,2
2018,kdensity,2
2018,integ,2
2018,duplicates,2
2018,sts,2
2018,xtset,2
2018,while,2
2018,tostring,2
2018,svyset,2
2018,exit,2
2018,tabstartend,2
2018,aorder,2
2018,copy,2
2018,wraplatex,2
2018,dolatex,2
2018,noisily,2
2018,st_store,2
2018,test,2
2013,xtset,2
2013,heckman,2
2013,twoway,2
2013,tsfill,2
2013,gettoken,2
2013,outsum,2
2013,pr,2
2019,grc1leg,2
2019,estimates:clear,2
2019,translate,2
2019,spatdiag,2
2019,spatreg,2
2019,spatgsa,2
2019,corr2data,2
2019,svmat2,2
2019,I,2
2019,AW,2
2019,AW2,2
2019,AW3,2
2019,AW4,2
2019,o0,2
2019,o1,2
2019,o2,2
2019,o3,2
2019,o4,2
2019,e0,2
2019,e1,2
2019,e2,2
2019,e3,2
2019,e4,2
2019,end,2
2019,getmata,2
2019,destring,2
2019,gsort,2
2019,list,2
2019,forvalues,2
2019,sutex,2
2019,relogit,2
2019,ppml,2
2016,gettoken,2
2016,xtabond,2
2016,decode,2
2016,browse,2
2016,mgen,2
2016,mixlcov,2
2016,ivreg,2
2016,prtest,2
2016,lrtest,2
2016,me_g,2
2016,me_pmfm,2
2016,intreg,2
2016,ado,2
2016,listtab,2
2016,mgroups,2
2016,c1mincode,2
2016,country,2
2016,translate,2
2016,mat2txt,2
2016,listcoef,2
2016,recast,2
2016,epcp,2
2016,oprob,2
2016,register,2
2016,impute,2
2016,heckprobit,2
2017,cd,2
2017,meologit,2
2017,sutex,2
2017,xtoprobit,2
2017,regoprob2,2
2017,orderplot,2
2017,dynsimladderplot,2
2017,gsort,2
2017,des,2
2017,estsimp,2
2017,grinter,2
2017,mlogtest,2
2014,pca,1
2014,rotate,1
2014,import,1
2014,p_coalVOTEMAX,1
2014,ssc,1
2014,list,1
2014,gsort,1
2015,poisson,1
2015,noisily,1
2015,marksample,1
2015,putmata,1
2015,ONE,1
2015,ONES,1
2015,NUMR,1
2015,NUMC,1
2015,X0,1
2015,CMEAN,1
2015,RMEAN,1
2015,CD,1
2015,RD,1
2015,NUM,1
2015,DENOM1,1
2015,DENOM,1
2015,SEQ,1
2015,st_matrix,1
2015,insheet,1
2015,tw,1
2015,mysynth3,1
2015,histogram,1
2015,spearman,1
2015,estsimp,1
2015,estimates:r,1
2015,desc,1
2015,mean,1
2015,import,1
2018,grc1leg,1
2018,sutex,1
2018,streg,1
2018,quietly,1
2018,split,1
2018,listtex,1
2018,factor,1
2018,pwcompare,1
2018,clonevar,1
2018,calcmeta,1
2018,levelsof,1
2018,listtab_vars,1
2018,dumptotex,1
2018,adopath,1
2018,makedir,1
2018,$MakeData,1
2018,gsort,1
2018,translate,1
2018,Var,1
2018,codermse,1
2018,nwtabout,1
2018,xtlogit,1
2018,xtsum,1
2018,window,1
2018,saveold,1
2018,p1,1
2018,cutoff,1
2018,W,1
2018,W_p,1
2018,X_p,1
2018,y_p,1
2018,z_p,1
2018,m_p_y,1
2018,m_p_z,1
2018,v,1
2018,x_abs,1
2018,diffx,1
2018,diffy,1
2018,diffz,1
2018,minindex,1
2018,Ji,1
2018,y_match_avg,1
2018,z_match_avg,1
2018,d2,1
2018,d1,1
2018,i,1
2018,invXX,1
2018,void,1
2018,N,1
2018,stata,1
2018,st_varname,1
2018,st_dropvar,1
2018,estpost,1
2018,tempname,1
2018,postfile,1
2018,post,1
2018,postclose,1
2018,serrbar,1
2018,prais,1
2018,predict,1
2018,wntestq,1
2018,log2html,1
2013,xtserial,1
2013,sutex,1
2013,mkspline,1
2013,predict,1
2013,encode,1
2013,format,1
2013,tsset,1
2013,ipolate,1
2013,split,1
2013,destring,1
2013,correlate,1
2013,count,1
2013,include,1
2019,xtset,1
2019,net,1
2019,outreg2,1
2016,roctab,1
2016,tab2,1
2016,fit,1
2016,bootstrap:sbi,1
2016,bootstrap:sbi3,1
2016,bootstrap:sbi2,1
2016,grab_a,1
2016,tab1,1
2016,ta,1
2016,btscs,1
2016,mkdir,1
2016,sumqi,1
2016,desc,1
2016,_chol,1
2016,tokenize,1
2016,mixlbeta,1
2016,mixlpred,1
2016,center,1
2016,genindex,1
2016,inteff,1
2016,gsort,1
2016,serrbar,1
2016,me_perc,1
2016,me_pmcp,1
2016,me_perc_am,1
2016,rreg,1
2016,betafit,1
2016,mon,1
2016,mil,1
2016,part,1
2016,pers,1
2016,part_pers,1
2016,mixed,1
2016,Computing,1
2016,Mixed,1
2016,Group,1
2016,Random,1
2016,Multinomial,1
2016,polychoric,1
2016,pcamat,1
2016,compress,1
2016,joinby,1
2017,alpha,1
2017,fvset,1
2017,pwd,1
2017,combomarginsplot,1
2017,which,1
2017,spmat,1
2017,sureg,1
2017,coefplot,1
2017,levelsof,1
2017,compress,1
2017,reg3,1
2017,aorder,1
2017,mata,1
2017,mat2txt,1
2017,end,1
2017,bootstrap:lnrelgrepnm,1
2017,range,1
2017,centile,1
2017,append,1
2017,codebook,1
2017,oprobit,1
2017,describe,1
2017,rc_spline,1
2017,tabi,1
